customer_tweet_id,customer_id,created_at_customer,reply_tweet_id,agent_id,created_at_reply,response_time_seconds
44,115721,2017-10-31 22:32:06+00:00,45,VerizonSupport,2017-10-31 22:36:29+00:00,263.0
51,115723,2017-10-31 22:04:57+00:00,50,VerizonSupport,2017-10-31 22:07:30+00:00,153.0
53,115723,2017-10-31 21:58:39+00:00,52,VerizonSupport,2017-10-31 22:03:57+00:00,318.0
55,115723,2017-10-31 20:09:13+00:00,54,VerizonSupport,2017-10-31 20:11:54+00:00,161.0
57,115723,2017-10-31 19:58:22+00:00,56,VerizonSupport,2017-10-31 20:02:25+00:00,243.0
59,115723,2017-10-31 19:54:51+00:00,58,VerizonSupport,2017-10-31 19:57:30+00:00,159.0
61,115724,2017-10-31 22:00:36+00:00,60,VerizonSupport,2017-10-31 22:04:29+00:00,233.0
63,115727,2017-10-31 21:56:55+00:00,62,VerizonSupport,2017-10-31 22:00:29+00:00,214.0
66,115728,2017-10-31 22:03:38+00:00,64,ChipotleTweets,2017-10-31 22:14:28+00:00,650.0
69,115729,2017-10-31 22:03:32+00:00,68,ChipotleTweets,2017-10-31 22:14:00+00:00,628.0
71,115730,2017-10-31 22:03:06+00:00,70,ChipotleTweets,2017-10-31 22:13:29+00:00,623.0
74,115731,2017-10-31 22:01:57+00:00,73,ChipotleTweets,2017-10-31 22:12:39+00:00,642.0
76,115731,2017-10-31 20:21:10+00:00,75,ChipotleTweets,2017-10-31 20:37:31+00:00,981.0
78,115732,2017-10-31 22:01:40+00:00,77,ChipotleTweets,2017-10-31 22:11:38+00:00,598.0
80,115733,2017-10-31 22:01:32+00:00,79,ChipotleTweets,2017-10-31 22:11:12+00:00,580.0
153,115734,2017-10-31 22:01:03+00:00,152,ChipotleTweets,2017-10-31 22:10:33+00:00,570.0
155,115735,2017-10-31 22:00:46+00:00,154,ChipotleTweets,2017-10-31 22:09:00+00:00,494.0
159,115736,2017-10-31 22:00:10+00:00,158,ChipotleTweets,2017-10-31 22:08:00+00:00,470.0
161,115737,2017-10-31 21:59:25+00:00,160,ChipotleTweets,2017-10-31 22:06:55+00:00,450.0
163,115737,2017-10-31 19:43:47+00:00,162,ChipotleTweets,2017-10-31 19:51:00+00:00,433.0
165,115738,2017-10-31 21:58:28+00:00,164,ChipotleTweets,2017-10-31 22:03:32+00:00,304.0
167,115739,2017-10-31 21:57:58+00:00,166,ChipotleTweets,2017-10-31 22:02:25+00:00,267.0
169,115740,2017-10-31 21:57:23+00:00,168,ChipotleTweets,2017-10-31 22:01:39+00:00,256.0
171,115741,2017-10-31 21:57:23+00:00,170,ChipotleTweets,2017-10-31 22:01:00+00:00,217.0
175,115741,2017-10-31 21:54:13+00:00,174,ChipotleTweets,2017-10-31 21:56:06+00:00,113.0
177,115742,2017-10-31 21:57:19+00:00,176,ChipotleTweets,2017-10-31 22:01:00+00:00,221.0
180,115743,2017-10-31 08:17:37+00:00,178,AskPlayStation,2017-10-31 22:14:49+00:00,50232.0
183,115745,2017-10-31 22:06:44+00:00,182,AskPlayStation,2017-10-31 22:09:50+00:00,186.0
185,115745,2017-10-31 08:14:24+00:00,184,AskPlayStation,2017-10-31 22:05:06+00:00,49842.0
188,115746,2017-10-31 07:58:24+00:00,187,AskPlayStation,2017-10-31 22:06:34+00:00,50890.0
191,115747,2017-10-31 18:29:42+00:00,190,marksandspencer,2017-10-31 21:54:47+00:00,12305.0
193,115748,2017-10-31 17:58:45+00:00,192,marksandspencer,2017-10-31 21:48:52+00:00,13807.0
198,115749,2017-10-31 17:56:34+00:00,194,marksandspencer,2017-10-31 21:46:06+00:00,13772.0
195,115749,2017-10-31 23:40:34+00:00,199,marksandspencer,2017-11-01 13:42:19+00:00,50505.0
202,115750,2017-10-31 20:20:57+00:00,201,marksandspencer,2017-10-31 21:45:28+00:00,5071.0
205,115751,2017-10-31 22:04:20+00:00,203,MicrosoftHelps,2017-10-31 22:08:00+00:00,220.0
208,115752,2017-10-31 20:28:11+00:00,207,MicrosoftHelps,2017-10-31 22:04:21+00:00,5770.0
210,115753,2017-10-31 19:54:00+00:00,209,ATVIAssist,2017-10-31 22:14:22+00:00,8422.0
213,115755,2017-10-31 22:05:44+00:00,211,ATVIAssist,2017-10-31 22:09:50+00:00,246.0
212,115756,2017-11-02 04:03:21+00:00,214,ATVIAssist,2017-11-02 12:42:05+00:00,31124.0
216,115755,2017-10-31 19:17:18+00:00,215,ATVIAssist,2017-10-31 22:01:51+00:00,9873.0
218,115757,2017-10-31 19:19:16+00:00,217,ATVIAssist,2017-10-31 22:03:57+00:00,9881.0
220,115759,2017-10-31 19:15:05+00:00,219,ATVIAssist,2017-10-31 22:02:32+00:00,10047.0
222,115760,2017-10-31 19:05:30+00:00,221,ATVIAssist,2017-10-31 21:57:23+00:00,10313.0
226,115762,2017-10-31 20:10:09+00:00,224,ATVIAssist,2017-10-31 21:57:03+00:00,6414.0
225,115762,2017-10-31 21:59:50+00:00,227,ATVIAssist,2017-10-31 22:09:32+00:00,582.0
228,115762,2017-10-31 22:09:58+00:00,229,ATVIAssist,2017-10-31 22:29:34+00:00,1176.0
232,115762,2017-10-31 05:55:34+00:00,231,ATVIAssist,2017-10-31 14:41:36+00:00,31562.0
237,115763,2017-10-31 21:05:07+00:00,235,ATVIAssist,2017-10-31 21:53:44+00:00,2917.0
239,115764,2017-10-31 18:45:59+00:00,238,ATVIAssist,2017-10-31 21:45:23+00:00,10764.0
242,115767,2017-10-31 22:11:01+00:00,240,AdobeCare,2017-10-31 22:14:17+00:00,196.0
241,115767,2017-11-01 00:29:55+00:00,243,AdobeCare,2017-11-01 00:53:51+00:00,1436.0
247,115767,2017-10-31 20:54:13+00:00,245,AdobeCare,2017-10-31 21:09:19+00:00,906.0
250,115767,2017-10-31 20:49:12+00:00,249,AdobeCare,2017-10-31 20:52:11+00:00,179.0
253,115768,2017-10-29 21:02:31+00:00,251,AdobeCare,2017-10-31 22:12:21+00:00,176990.0
252,115768,2017-10-31 22:13:01+00:00,254,AdobeCare,2017-10-31 22:19:30+00:00,389.0
255,115768,2017-10-31 22:20:19+00:00,256,AdobeCare,2017-10-31 22:24:18+00:00,239.0
258,115768,2017-11-03 00:39:32+00:00,259,AdobeCare,2017-11-03 01:35:31+00:00,3359.0
260,115768,2017-11-03 05:29:47+00:00,261,AdobeCare,2017-11-06 16:22:30+00:00,298363.0
262,115768,2017-11-06 16:23:56+00:00,263,AdobeCare,2017-11-06 17:02:22+00:00,2306.0
262,115768,2017-11-06 16:23:56+00:00,264,AdobeCare,2017-11-06 16:46:26+00:00,1350.0
265,115768,2017-11-06 17:04:37+00:00,267,AdobeCare,2017-11-06 17:13:59+00:00,562.0
272,115770,2017-11-22 09:14:39+00:00,269,AmazonHelp,2017-11-22 09:23:01+00:00,502.0
271,115770,2017-11-22 09:30:36+00:00,273,AmazonHelp,2017-11-22 09:40:27+00:00,591.0
274,115770,2017-11-22 09:44:04+00:00,275,AmazonHelp,2017-11-22 10:06:26+00:00,1342.0
277,115771,2017-12-02 09:17:57+00:00,276,XboxSupport,2017-12-02 18:06:03+00:00,31686.0
279,115772,2017-10-28 19:29:38+00:00,278,AdobeCare,2017-10-31 22:01:52+00:00,268334.0
281,115773,2017-10-28 23:11:01+00:00,280,AdobeCare,2017-10-31 22:03:13+00:00,255132.0
283,115774,2017-10-28 13:37:52+00:00,282,AdobeCare,2017-10-31 22:00:12+00:00,289340.0
285,115775,2017-10-31 20:16:08+00:00,284,AdobeCare,2017-10-31 21:54:16+00:00,5888.0
288,115776,2017-10-26 18:13:19+00:00,287,AdobeCare,2017-10-26 19:03:22+00:00,3003.0
290,115776,2017-10-26 17:20:44+00:00,289,AdobeCare,2017-10-26 18:00:35+00:00,2391.0
292,115779,2017-10-27 13:53:45+00:00,291,AdobeCare,2017-10-31 21:53:11+00:00,374366.0
295,115780,2017-10-31 17:01:38+00:00,294,AdobeCare,2017-10-31 21:52:49+00:00,17471.0
298,115781,2017-10-31 18:07:49+00:00,296,AdobeCare,2017-10-31 21:46:19+00:00,13110.0
297,115781,2017-11-02 19:11:14+00:00,299,AdobeCare,2017-11-07 20:42:55+00:00,437501.0
297,115781,2017-11-02 19:11:14+00:00,300,AdobeCare,2017-11-02 19:14:22+00:00,188.0
304,115782,2017-10-31 22:04:54+00:00,303,AirbnbHelp,2017-10-31 22:09:51+00:00,297.0
306,115782,2017-10-31 21:43:40+00:00,305,AirbnbHelp,2017-10-31 21:46:05+00:00,145.0
308,115784,2017-10-31 21:48:16+00:00,307,AirbnbHelp,2017-10-31 21:49:58+00:00,102.0
311,115785,2017-10-31 20:04:15+00:00,309,XboxSupport,2017-10-31 22:13:28+00:00,7753.0
310,115785,2017-10-31 22:14:11+00:00,312,XboxSupport,2017-10-31 22:52:52+00:00,2321.0
313,115785,2017-11-01 00:50:56+00:00,315,XboxSupport,2017-11-01 01:09:18+00:00,1102.0
320,115789,2017-10-31 21:17:16+00:00,319,XboxSupport,2017-10-31 22:12:17+00:00,3301.0
323,115791,2017-10-31 19:39:09+00:00,321,XboxSupport,2017-10-31 22:03:03+00:00,8634.0
325,115792,2017-11-22 08:55:35+00:00,324,AmazonHelp,2017-11-22 09:06:00+00:00,625.0
327,115793,2017-10-31 22:03:04+00:00,326,nationalrailenq,2017-10-31 22:14:15+00:00,671.0
334,115797,2017-10-31 14:31:46+00:00,332,AirAsiaSupport,2017-10-31 22:12:55+00:00,27669.0
333,115797,2017-10-31 23:44:59+00:00,335,AirAsiaSupport,2017-10-31 23:57:53+00:00,774.0
337,115797,2017-11-09 20:15:48+00:00,338,AirAsiaSupport,2017-11-10 06:43:03+00:00,37635.0
339,115797,2017-11-10 18:03:05+00:00,340,AirAsiaSupport,2017-11-11 13:06:21+00:00,68596.0
341,115797,2017-11-16 19:21:34+00:00,342,AirAsiaSupport,2017-11-17 07:48:10+00:00,44796.0
347,115797,2017-10-31 01:57:03+00:00,343,AirAsiaSupport,2017-10-31 05:28:49+00:00,12706.0
364,115799,2017-10-31 21:35:17+00:00,362,AirAsiaSupport,2017-10-31 22:07:28+00:00,1931.0
363,115799,2017-11-01 01:12:02+00:00,365,AirAsiaSupport,2017-11-01 01:27:03+00:00,901.0
367,115799,2017-10-31 10:46:56+00:00,366,AirAsiaSupport,2017-10-31 13:38:15+00:00,10279.0
369,115800,2017-10-31 14:25:55+00:00,368,AirAsiaSupport,2017-10-31 22:04:49+00:00,27534.0
369,115800,2017-10-31 14:25:55+00:00,370,AirAsiaSupport,2017-10-31 22:04:41+00:00,27526.0
344,115797,2017-10-31 14:32:24+00:00,374,AirAsiaSupport,2017-10-31 22:01:20+00:00,26936.0
344,115797,2017-10-31 14:32:24+00:00,375,AirAsiaSupport,2017-10-31 21:59:59+00:00,26855.0
378,115803,2017-10-31 21:49:51+00:00,376,Morrisons,2017-10-31 22:15:10+00:00,1519.0
377,115803,2017-10-31 22:30:36+00:00,379,Morrisons,2017-10-31 22:35:18+00:00,282.0
380,115803,2017-10-31 22:38:55+00:00,381,Morrisons,2017-10-31 22:52:17+00:00,802.0
385,115804,2017-10-31 21:28:45+00:00,383,Morrisons,2017-10-31 22:05:15+00:00,2190.0
384,115804,2017-10-31 22:08:05+00:00,386,Morrisons,2017-11-01 14:19:47+00:00,58302.0
389,115805,2017-10-31 21:26:44+00:00,388,Morrisons,2017-10-31 22:03:19+00:00,2195.0
389,115805,2017-10-31 21:26:44+00:00,390,Morrisons,2017-10-31 22:03:07+00:00,2183.0
393,115806,2017-10-31 21:42:32+00:00,392,NikeSupport,2017-10-31 21:46:24+00:00,232.0
395,115806,2017-10-31 21:29:39+00:00,394,NikeSupport,2017-10-31 21:41:33+00:00,714.0
395,115806,2017-10-31 21:29:39+00:00,396,NikeSupport,2017-10-31 21:41:08+00:00,689.0
399,115807,2017-10-31 21:57:56+00:00,397,AskAmex,2017-10-31 22:01:04+00:00,188.0
398,115807,2017-11-01 05:25:43+00:00,400,AskAmex,2017-11-01 12:52:18+00:00,26795.0
401,115807,2017-11-01 14:27:35+00:00,402,AskAmex,2017-11-01 14:34:08+00:00,393.0
404,115807,2017-10-29 23:07:07+00:00,403,AskAmex,2017-10-30 13:34:01+00:00,52014.0
406,115807,2017-10-29 21:48:00+00:00,405,AskAmex,2017-10-29 21:57:36+00:00,576.0
408,115808,2017-10-31 21:04:52+00:00,407,McDonalds,2017-10-31 22:14:00+00:00,4148.0
410,115809,2017-10-31 20:49:10+00:00,598,McDonalds,2017-10-31 22:13:45+00:00,5075.0
487,115810,2017-10-31 22:01:49+00:00,599,McDonalds,2017-10-31 22:09:01+00:00,432.0
601,115811,2017-10-31 16:13:35+00:00,600,YahooCare,2017-10-31 20:08:58+00:00,14123.0
603,115813,2017-10-31 21:58:49+00:00,602,AskLyft,2017-10-31 22:12:06+00:00,797.0
605,115814,2017-10-31 21:57:56+00:00,604,UPSHelp,2017-10-31 22:14:00+00:00,964.0
607,115815,2017-10-31 21:51:09+00:00,606,UPSHelp,2017-10-31 22:03:29+00:00,740.0
611,115818,2016-08-06 01:31:50+00:00,609,Delta,2016-08-06 01:44:03+00:00,733.0
614,115819,2017-10-19 22:56:27+00:00,612,McDonalds,2017-10-20 19:04:47+00:00,72500.0
617,115820,2017-10-31 22:16:32+00:00,615,AmazonHelp,2017-10-31 22:29:00+00:00,748.0
616,115820,2017-10-31 23:22:08+00:00,618,AmazonHelp,2017-10-31 23:28:00+00:00,352.0
621,115822,2017-10-31 22:19:34+00:00,620,AmazonHelp,2017-10-31 22:28:34+00:00,540.0
624,115824,2017-10-31 22:12:37+00:00,622,AmazonHelp,2017-10-31 22:28:00+00:00,923.0
623,115824,2017-10-31 22:32:07+00:00,625,AmazonHelp,2017-10-31 22:34:32+00:00,145.0
628,115826,2017-10-31 21:57:24+00:00,626,AmazonHelp,2017-10-31 22:28:00+00:00,1836.0
627,115827,2017-11-01 12:50:18+00:00,629,AmazonHelp,2017-11-01 12:53:34+00:00,196.0
632,115829,2017-10-31 21:34:58+00:00,631,AmazonHelp,2017-10-31 22:27:00+00:00,3122.0
634,115831,2017-10-31 21:39:58+00:00,633,AmazonHelp,2017-10-31 22:26:37+00:00,2799.0
636,115832,2017-10-31 22:05:36+00:00,635,AmazonHelp,2017-10-31 22:26:07+00:00,1231.0
638,115834,2017-10-31 22:19:56+00:00,637,AmazonHelp,2017-10-31 22:26:07+00:00,371.0
640,115834,2017-10-31 01:03:01+00:00,639,AmazonHelp,2017-10-31 01:09:35+00:00,394.0
643,115834,2017-10-30 23:44:45+00:00,642,AmazonHelp,2017-10-31 00:52:39+00:00,4074.0
646,115835,2017-10-31 21:40:30+00:00,644,AmazonHelp,2017-10-31 22:25:27+00:00,2697.0
645,115835,2017-11-01 08:04:52+00:00,647,AmazonHelp,2017-11-01 08:11:34+00:00,402.0
649,115836,2017-10-31 22:17:47+00:00,648,AmazonHelp,2017-10-31 22:24:47+00:00,420.0
652,115838,2017-10-31 22:11:15+00:00,650,AmazonHelp,2017-10-31 22:24:47+00:00,812.0
651,115838,2017-10-31 22:25:58+00:00,653,AmazonHelp,2017-10-31 22:52:02+00:00,1564.0
654,115838,2017-10-31 22:53:50+00:00,655,AmazonHelp,2017-10-31 23:07:33+00:00,823.0
657,115839,2017-10-31 22:18:42+00:00,656,AmazonHelp,2017-10-31 22:21:10+00:00,148.0
659,115839,2017-10-31 22:02:14+00:00,658,AmazonHelp,2017-10-31 22:11:00+00:00,526.0
661,115840,2017-10-31 22:13:37+00:00,660,AmazonHelp,2017-10-31 22:21:01+00:00,444.0
664,115842,2017-10-31 21:50:49+00:00,663,AmazonHelp,2017-10-31 22:20:34+00:00,1785.0
667,115843,2017-10-31 22:11:10+00:00,665,AmazonHelp,2017-10-31 22:19:29+00:00,499.0
670,115844,2017-10-31 22:15:42+00:00,668,AmazonHelp,2017-10-31 22:18:00+00:00,138.0
676,115846,2017-10-31 21:39:25+00:00,675,AmazonHelp,2017-10-31 22:17:27+00:00,2282.0
681,115848,2017-10-31 22:11:34+00:00,680,AmazonHelp,2017-10-31 22:17:00+00:00,326.0
686,115849,2017-10-31 22:06:53+00:00,684,AmazonHelp,2017-10-31 22:17:00+00:00,607.0
685,115849,2017-11-01 05:26:45+00:00,687,AmazonHelp,2017-11-01 05:32:57+00:00,372.0
690,115849,2017-10-31 21:45:15+00:00,689,AmazonHelp,2017-10-31 21:54:32+00:00,557.0
693,115852,2017-10-31 22:10:21+00:00,692,AmazonHelp,2017-10-31 22:16:00+00:00,339.0
695,115853,2017-10-31 21:17:03+00:00,694,AmazonHelp,2017-10-31 22:15:28+00:00,3505.0
698,115854,2017-10-31 22:17:40+00:00,696,AppleSupport,2017-10-31 22:27:49+00:00,609.0
697,115854,2017-10-31 22:31:23+00:00,699,AppleSupport,2017-10-31 22:36:27+00:00,304.0
702,115855,2017-10-31 22:11:31+00:00,701,AppleSupport,2017-10-31 22:26:49+00:00,918.0
704,115855,2017-10-31 21:59:17+00:00,703,AppleSupport,2017-10-31 22:09:52+00:00,635.0
707,115855,2017-10-31 21:48:51+00:00,705,AppleSupport,2017-10-31 21:57:00+00:00,489.0
709,115855,2017-10-31 21:34:45+00:00,708,AppleSupport,2017-10-31 21:43:15+00:00,510.0
714,115856,2017-10-31 22:19:32+00:00,712,AppleSupport,2017-10-31 22:26:29+00:00,417.0
717,115857,2017-10-31 22:13:08+00:00,716,AppleSupport,2017-10-31 22:24:54+00:00,706.0
719,115857,2017-10-31 22:01:50+00:00,718,AppleSupport,2017-10-31 22:05:00+00:00,190.0
721,115859,2017-10-31 22:18:14+00:00,720,AppleSupport,2017-10-31 22:24:27+00:00,373.0
723,115859,2017-10-31 22:11:16+00:00,722,AppleSupport,2017-10-31 22:17:30+00:00,374.0
725,115860,2017-10-31 22:16:35+00:00,724,AppleSupport,2017-10-31 22:22:31+00:00,356.0
730,115861,2017-10-31 20:46:35+00:00,729,AppleSupport,2017-10-31 20:55:34+00:00,539.0
733,115863,2017-10-31 22:16:40+00:00,732,AppleSupport,2017-10-31 22:22:31+00:00,351.0
736,115864,2017-10-31 22:17:57+00:00,734,AppleSupport,2017-10-31 22:22:00+00:00,243.0
735,115864,2017-10-31 22:23:35+00:00,737,AppleSupport,2017-10-31 22:33:34+00:00,599.0
740,115865,2017-10-31 22:14:45+00:00,738,AppleSupport,2017-10-31 22:21:30+00:00,405.0
739,115865,2017-10-31 22:35:32+00:00,741,AppleSupport,2017-10-31 22:46:26+00:00,654.0
742,115865,2017-10-31 22:59:53+00:00,743,AppleSupport,2017-10-31 23:12:00+00:00,727.0
745,115865,2017-10-31 22:00:34+00:00,744,AppleSupport,2017-10-31 22:06:27+00:00,353.0
747,115865,2017-10-31 18:08:04+00:00,746,AppleSupport,2017-10-31 18:17:00+00:00,536.0
749,115866,2017-10-31 22:06:44+00:00,748,AppleSupport,2017-10-31 22:18:28+00:00,704.0
751,115867,2017-10-31 22:08:39+00:00,750,AppleSupport,2017-10-31 22:18:00+00:00,561.0
754,115868,2017-10-31 22:01:17+00:00,753,AppleSupport,2017-10-31 22:17:29+00:00,972.0
756,115868,2017-10-31 20:49:07+00:00,755,AppleSupport,2017-10-31 20:54:35+00:00,328.0
758,115869,2017-10-31 22:10:06+00:00,757,AppleSupport,2017-10-31 22:16:31+00:00,385.0
760,115870,2017-10-31 22:03:09+00:00,759,AppleSupport,2017-10-31 22:15:28+00:00,739.0
763,115870,2017-10-31 21:56:55+00:00,761,AppleSupport,2017-10-31 22:01:31+00:00,276.0
765,115870,2017-10-31 18:20:46+00:00,764,AppleSupport,2017-10-31 18:33:00+00:00,734.0
767,115871,2017-10-31 22:08:32+00:00,766,AppleSupport,2017-10-31 22:15:00+00:00,388.0
771,115872,2017-10-31 22:12:00+00:00,768,Uber_Support,2017-10-31 22:28:17+00:00,977.0
773,115874,2017-10-31 22:01:07+00:00,772,Uber_Support,2017-10-31 22:25:26+00:00,1459.0
775,115875,2017-10-31 21:59:51+00:00,774,Uber_Support,2017-10-31 22:19:18+00:00,1167.0
777,115876,2017-10-31 21:58:10+00:00,776,Uber_Support,2017-10-31 22:17:58+00:00,1188.0
780,115878,2017-10-31 21:59:34+00:00,778,Uber_Support,2017-10-31 22:17:41+00:00,1087.0
782,115878,2017-10-31 21:40:20+00:00,781,Uber_Support,2017-10-31 21:49:36+00:00,556.0
784,115880,2017-10-31 22:11:47+00:00,783,Uber_Support,2017-10-31 22:15:25+00:00,218.0
786,115881,2017-10-31 20:29:25+00:00,785,Tesco,2017-10-31 22:18:58+00:00,6573.0
789,115881,2017-10-31 18:02:11+00:00,788,Tesco,2017-10-31 19:47:00+00:00,6289.0
792,115882,2017-10-31 21:33:48+00:00,790,Delta,2017-10-31 22:27:38+00:00,3230.0
791,115882,2017-10-31 22:33:11+00:00,793,Delta,2017-10-31 22:52:37+00:00,1166.0
796,115883,2017-10-31 21:18:55+00:00,794,Delta,2017-10-31 22:25:31+00:00,3996.0
795,115883,2017-10-31 22:28:50+00:00,797,Delta,2017-10-31 23:07:41+00:00,2331.0
801,115883,2017-10-29 15:59:35+00:00,799,Delta,2017-10-29 16:56:47+00:00,3432.0
803,115884,2017-10-31 21:33:27+00:00,802,Delta,2017-10-31 22:23:07+00:00,2980.0
807,115885,2017-10-31 20:52:02+00:00,804,Delta,2017-10-31 22:22:01+00:00,5399.0
807,115885,2017-10-31 20:52:02+00:00,808,Delta,2017-10-31 22:22:00+00:00,5398.0
810,115885,2017-10-31 19:18:45+00:00,809,Delta,2017-10-31 19:21:13+00:00,148.0
814,115885,2017-10-31 16:37:26+00:00,813,Delta,2017-10-31 18:42:21+00:00,7495.0
817,115886,2017-10-31 21:22:28+00:00,815,Delta,2017-10-31 22:15:15+00:00,3167.0
816,115886,2017-10-31 22:28:24+00:00,818,Delta,2017-10-31 22:51:06+00:00,1362.0
819,115886,2017-10-31 23:08:42+00:00,820,Delta,2017-10-31 23:43:26+00:00,2084.0
821,115886,2017-11-01 04:26:57+00:00,822,Delta,2017-11-01 04:55:04+00:00,1687.0
821,115886,2017-11-01 04:26:57+00:00,823,Delta,2017-11-01 04:49:19+00:00,1342.0
821,115886,2017-11-01 04:26:57+00:00,824,Delta,2017-11-01 05:29:28+00:00,3751.0
821,115886,2017-11-01 04:26:57+00:00,825,Delta,2017-11-01 05:28:54+00:00,3717.0
821,115886,2017-11-01 04:26:57+00:00,826,Delta,2017-11-01 05:28:45+00:00,3708.0
821,115886,2017-11-01 04:26:57+00:00,827,Delta,2017-11-01 05:28:29+00:00,3692.0
821,115886,2017-11-01 04:26:57+00:00,828,Delta,2017-11-01 05:28:05+00:00,3668.0
821,115886,2017-11-01 04:26:57+00:00,829,Delta,2017-11-01 05:27:05+00:00,3608.0
821,115886,2017-11-01 04:26:57+00:00,830,Delta,2017-11-01 05:31:26+00:00,3869.0
821,115886,2017-11-01 04:26:57+00:00,831,Delta,2017-11-01 05:30:04+00:00,3787.0
821,115886,2017-11-01 04:26:57+00:00,832,Delta,2017-11-01 04:42:59+00:00,962.0
821,115886,2017-11-01 04:26:57+00:00,833,Delta,2017-11-01 04:37:32+00:00,635.0
821,115886,2017-11-01 04:26:57+00:00,834,Delta,2017-11-01 05:27:55+00:00,3658.0
821,115886,2017-11-01 04:26:57+00:00,835,Delta,2017-11-01 05:28:28+00:00,3691.0
836,115886,2017-11-01 05:40:54+00:00,837,Delta,2017-11-01 05:43:13+00:00,139.0
836,115886,2017-11-01 05:40:54+00:00,838,Delta,2017-11-01 05:43:13+00:00,139.0
836,115886,2017-11-01 05:40:54+00:00,839,Delta,2017-11-01 05:43:12+00:00,138.0
840,115886,2017-11-01 05:48:19+00:00,841,Delta,2017-11-01 05:50:23+00:00,124.0
840,115886,2017-11-01 05:48:19+00:00,842,Delta,2017-11-01 05:49:44+00:00,85.0
840,115886,2017-11-01 05:48:19+00:00,843,Delta,2017-11-01 05:49:33+00:00,74.0
844,115886,2017-11-01 05:50:43+00:00,845,Delta,2017-11-01 05:52:36+00:00,113.0
844,115886,2017-11-01 05:50:43+00:00,846,Delta,2017-11-01 05:52:35+00:00,112.0
850,115887,2017-10-31 21:41:37+00:00,848,SpotifyCares,2017-10-31 22:28:16+00:00,2799.0
849,115887,2017-10-31 23:36:20+00:00,851,SpotifyCares,2017-10-31 23:39:03+00:00,163.0
853,115887,2017-10-31 19:57:59+00:00,852,SpotifyCares,2017-10-31 21:04:13+00:00,3974.0
855,115887,2017-10-31 19:10:51+00:00,854,SpotifyCares,2017-10-31 19:36:16+00:00,1525.0
858,115889,2017-10-31 22:01:30+00:00,856,SpotifyCares,2017-10-31 22:25:16+00:00,1426.0
857,115889,2017-11-01 07:40:06+00:00,859,SpotifyCares,2017-11-01 08:30:40+00:00,3034.0
862,115889,2017-10-31 21:43:56+00:00,860,SpotifyCares,2017-10-31 21:51:22+00:00,446.0
864,115891,2017-10-31 22:22:05+00:00,863,SpotifyCares,2017-10-31 22:25:07+00:00,182.0
866,115891,2017-10-31 22:14:42+00:00,865,SpotifyCares,2017-10-31 22:17:55+00:00,193.0
872,115892,2017-10-31 16:08:21+00:00,867,British_Airways,2017-10-31 22:28:36+00:00,22815.0
868,115892,2017-10-31 22:34:33+00:00,873,British_Airways,2017-11-01 09:35:44+00:00,39671.0
877,115893,2017-10-31 16:47:55+00:00,875,British_Airways,2017-10-31 22:26:11+00:00,20296.0
881,115894,2017-10-31 16:45:37+00:00,880,British_Airways,2017-10-31 22:23:30+00:00,20273.0
884,115894,2017-10-30 23:04:31+00:00,883,British_Airways,2017-10-31 08:28:10+00:00,33819.0
966,115895,2017-10-31 16:05:25+00:00,965,British_Airways,2017-10-31 22:23:02+00:00,22657.0
